Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1996","g/capita/day","1.11"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1997","g/capita/day","1.1"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1998","g/capita/day","1.13"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","1999","g/capita/day","1.12"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","2000","g/capita/day","1.17"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","2001","g/capita/day","1.18"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","2002","g/capita/day","1.18"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","2003","g/capita/day","1.2"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","2004","g/capita/day","1.21"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","2005","g/capita/day","1.23"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","2006","g/capita/day","1.24"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","2007","g/capita/day","1.29"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","2008","g/capita/day","1.26"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","2009","g/capita/day","1.2"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","2010","g/capita/day","1.18"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","2011","g/capita/day","1.17"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","2012","g/capita/day","1.15"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Pelagic Fish","2013","g/capita/day","1.14"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1961","g/capita/day","0.29"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1962","g/capita/day","0.36"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1963","g/capita/day","0.4"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1964","g/capita/day","0.42"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1965","g/capita/day","0.46"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1966","g/capita/day","0.45"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1967","g/capita/day","0.47"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1968","g/capita/day","0.48"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1969","g/capita/day","0.45"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1970","g/capita/day","0.42"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1971","g/capita/day","0.47"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1972","g/capita/day","0.48"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1973","g/capita/day","0.47"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1974","g/capita/day","0.5"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1975","g/capita/day","0.51"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1976","g/capita/day","0.48"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1977","g/capita/day","0.46"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1978","g/capita/day","0.45"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1979","g/capita/day","0.43"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1980","g/capita/day","0.42"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1981","g/capita/day","0.44"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1982","g/capita/day","0.41"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1983","g/capita/day","0.4"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1984","g/capita/day","0.41"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1985","g/capita/day","0.41"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1986","g/capita/day","0.46"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1987","g/capita/day","0.46"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1988","g/capita/day","0.47"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1989","g/capita/day","0.49"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1990","g/capita/day","0.47"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1991","g/capita/day","0.44"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1992","g/capita/day","0.43"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1993","g/capita/day","0.43"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1994","g/capita/day","0.42"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1995","g/capita/day","0.42"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1996","g/capita/day","0.44"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1997","g/capita/day","0.43"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1998","g/capita/day","0.42"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","1999","g/capita/day","0.42"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","2000","g/capita/day","0.42"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","2001","g/capita/day","0.41"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","2002","g/capita/day","0.4"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","2003","g/capita/day","0.35"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","2004","g/capita/day","0.36"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","2005","g/capita/day","0.36"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","2006","g/capita/day","0.33"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","2007","g/capita/day","0.33"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","2008","g/capita/day","0.35"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","2009","g/capita/day","0.4"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","2010","g/capita/day","0.4"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","2011","g/capita/day","0.4"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","2012","g/capita/day","0.4"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Marine Fish, Other","2013","g/capita/day","0.38"
